id,name,Weighted Average Verification Age (Days),Merchants per Capita,Merchants per km²,Score,population,area_km2,total_merchants,weighted_total_merchants,up_to_date_elements,up_to_date_percent,Average Verification Age (Days),id (Latest Report),date,average_verification_date,grade,legacy_elements,outdated_elements,total_elements,total_elements_atms,total_elements_lightning,total_elements_lightning_contactless,total_elements_onchain
510,Northern Bitcoin Collective,365.0,0.0000014749,0.0107909787,0.2999399479094934,678000,92.67,1,0.0,0,0,597,159536,2024-06-05,2023-06-06 00:00:00,,0,1,1,0,0,0,0
515,NZBitcoiners.org,367.35,0.0000174218,0.0000940400,0.09072508768903458,2812569,521054.76,49,22.540000000000003,23,46,370,167426,2025-01-23,2024-01-19 00:00:00,,1,26,49,0,38,9,27
534,Pontevedra 2140,374.38,0.0000603850,0.0008749825,0.3041562846602886,82802,5714.4,5,1.85,3,37,390,166999,2025-01-11,2023-12-30 00:00:00,,0,5,8,3,2,0,4
538,Bitcoin Beach Brazil,257.14,0.0010952357,7.6655052265,0.3841223197520204,20087,2.87,22,20.9,21,95,252,165893,2024-12-06,2024-05-16 00:00:00,,0,1,22,0,22,17,16
547,Redding Bitcoin,365.0,0.0000106825,0.0029033476,0.29980169262823736,93611,344.43,1,0.0,0,0,842,153585,2024-01-29,2022-10-04 00:00:00,,0,1,1,0,1,1,0
555,Rome Bitcoin Forum,388.0,0.0000119755,0.0401702601,0.40390652202728305,4342212,1294.49,52,26.0,29,50,411,166879,2025-01-07,2023-12-09 00:00:00,,0,29,58,6,12,7,33
561,SacTown Bitcoin,320.0,0.0000006309,0.0003892035,0.3025457537542445,1585055,2569.35,1,1.0,1,100,320,165270,2024-11-19,2024-03-09 00:00:00,,0,0,1,0,0,0,0
568,San Diego Bitcoiners,401.11,0.0000024252,0.0006828893,0.3109653777854799,3298634,11714.93,8,4.4,5,55,430,164942,2024-11-11,2023-11-20 00:00:00,,0,4,9,1,5,0,8
574,Satoshi Spritz Faenza,0,0.0000000000,0.0000000000,0.299876725049014,58863,214.11,0,0.0,0,0,None,163279,2024-09-29,,,0,0,0,0,0,0,0
575,Satoshi Spritz Milano,396.78,0.0000106086,0.2543263117,0.38876941843987345,4336121,180.87,46,22.08,26,48,431,166684,2025-01-03,2023-11-19 00:00:00,,0,28,54,8,25,9,31
589,SLC-BTC,416.0,0.0000025311,0.0014354616,0.30278153737684416,1185238,2089.92,3,0.99,1,33,518,165047,2024-11-13,2023-08-24 00:00:00,,0,2,3,0,2,1,3
596,St. Charles,0,0.0000000000,0.0000000000,0.2988273017599916,70493,2036.8,0,0.0,0,0,None,153593,2024-01-29,,,0,0,0,0,0,0,0
598,Suffolk Bitcoin,249.55,0.0000145012,0.0028456199,0.33762256370755694,758556,3865.59,11,9.9,10,90,238,165181,2024-11-17,2024-05-30 00:00:00,,0,1,11,0,10,5,8
617,Tokyo Citadel,343.7,0.0000009337,0.0151437259,0.34444106617581083,40700000,2509.29,38,11.4,12,30,294,167152,2025-01-16,2024-04-04 00:00:00,,26,28,40,2,38,2,12
618,Topeka Bitcoin,0,0.0000000000,0.0000000000,0.29990817855689483,232670,159.48,0,0.0,0,0,None,153596,2024-01-29,,,0,0,0,0,0,0,0
645,Victoria Bitcoin,109.0,0.0000025174,0.0466635558,0.3040127320042848,397237,21.43,1,1.0,1,100,109,163641,2024-10-08,2024-10-06 00:00:00,,0,0,1,0,1,0,1
650,Western Mass Bitcoin,412.0,0.0000024541,0.0002050588,0.29704103306444873,814967,9753.3,2,0.66,1,33,506,166591,2024-12-30,2023-09-05 00:00:00,,0,2,3,1,2,0,3
655,YYC Bitcoin,384.71,0.0000053988,0.0094415333,0.3085283088664592,1481806,847.32,8,2.24,4,28,434,166708,2025-01-03,2023-11-16 00:00:00,,0,10,14,6,1,0,12
45,Bansko Bitcoin,246.5,0.0004508058,0.0083970107,0.3118009445577483,8873,476.36,4,3.0,3,75,207,167290,2025-01-20,2024-06-30 00:00:00,,0,1,4,0,4,3,1
150,Bitcoin Witsand,162.2,0.0818181818,2.6913875598,0.4557605993516113,550,16.72,45,38.7,39,86,131,167188,2025-01-17,2024-09-14 00:00:00,,0,6,45,0,45,5,32
370,Gibraltar,365.0,0.0000917768,0.1976284585,0.2999912600357014,32688,15.18,3,0.0,0,0,824,164002,2024-10-17,2022-10-22 00:00:00,,0,3,3,0,3,3,3
162,Bitshack,419.25,0.0000057324,0.0005921341,0.3155220034962383,11513575,111461.24,66,19.8,22,30,545,167289,2025-01-19,2023-07-28 00:00:00,,14,51,73,7,23,8,9
539,Preston Bitcoin,349.0,0.0000067643,0.0069759330,0.3039425359273888,147835,143.35,1,1.0,1,100,349,161215,2024-07-26,2024-02-09 00:00:00,,0,0,1,0,1,1,1
451,Lugano Plan B,389.37,0.0017269322,0.7577082240,0.4672453656037556,150556,343.14,260,41.6,42,16,517,167196,2025-01-17,2023-08-25 00:00:00,,2,220,262,2,258,11,10
74,Bitcoin Beach,296.13,0.0153333333,44.2307692308,0.4277551369399423,3000,1.04,46,31.74,32,69,266,165908,2024-12-07,2024-05-02 00:00:00,,0,14,46,0,45,6,32
20,AmityAge - Bitcoin Community Roatan,39.0,0.0004000000,0.0526857772,0.47662226308656275,110000,835.14,44,44.0,44,100,39,166417,2024-12-24,2024-12-15 00:00:00,,0,0,44,0,41,1,21
106,Bitcoin Island Philippines,418.47,0.0020898365,7.9000000000,0.34769132714674333,37802,10.0,79,11.85,12,15,717,167109,2025-01-14,2023-02-06 00:00:00,,0,67,79,0,63,1,63
180,BTC Curacao,287.0,0.0005032258,0.1022977652,0.6135164923780412,155000,762.48,78,78.0,79,100,287,166112,2024-12-13,2024-04-11 00:00:00,,0,0,79,1,70,1,54
61,Bit Campina,384.0,0,0.0969171128,0.3117089524479627,,216.68,21,2.9400000000000004,3,14,498,166025,2024-12-11,2023-09-13 00:00:00,,0,18,21,0,21,0,20
713,Bitcoin Farm,334.6,0.0000071861,0.0013240649,0.30470075617061654,556629,3021,4,1.6,2,40,289,167404,2025-01-23,2024-04-09 00:00:00,,0,3,5,1,3,1,4
13,Aix-en-Provence,365.0,0.0000067971,0.0006003698,0.29904099906888865,147122,1665.64,1,0.0,0,0,702,162799,2024-09-14,2023-02-21 00:00:00,,0,1,1,0,1,1,1
19,Amiens,0,0.0000000000,0.0000000000,0.2986690842244681,134167,2311.6,0,0.0,0,0,None,153225,2024-01-29,,,0,0,0,0,0,0,0
23,Annecy,365.0,0.0000075892,0.0007924684,0.29927346599808435,131766,1261.88,1,0.0,0,0,675,158400,2024-05-09,2023-03-20 00:00:00,,0,1,1,0,0,0,0
34,Aurillac,412.33,0.0001167179,0.0015373026,0.302861250687591,25703,1951.47,3,0.99,1,33,507,160813,2024-07-12,2023-09-04 00:00:00,,0,2,3,0,3,2,1
35,Auxerre,53.0,0.0003806624,0.0037628371,0.35033677352583886,34151,3454.84,13,13.0,13,100,53,166519,2024-12-28,2024-12-01 00:00:00,,0,0,13,0,12,12,1
36,Avignon,351.5,0.0000217578,0.0054051132,0.30381202949079084,91921,370.02,2,1.0,1,50,338,164795,2024-11-06,2024-02-20 00:00:00,,0,1,2,0,2,1,2
60,biarritz,0,0.0000084561,0.0852514919,0.2999932463912238,118258,11.73,1,0.0,0,0,None,165147,2024-11-16,,,0,1,1,0,1,0,0
169,Bordeaux,355.14,0.0000268242,0.0045914887,0.31095593370574837,260958,1524.56,7,2.94,3,42,342,167112,2025-01-14,2024-02-16 00:00:00,,0,4,7,0,3,0,2
21,Angers,49.0,0.0000064154,0.0005668581,0.3030093748907254,155876,1764.11,1,1.0,1,100,49,165940,2024-12-08,2024-12-05 00:00:00,,0,0,1,0,1,1,0
175,Brest,0,0.0000000000,0.0000000000,0.2992036556771883,139456,1383.13,0,0.0,0,0,None,160750,2024-07-10,,,0,0,0,0,0,0,0
190,Cannes,7.0,0.0000010606,0.0247954376,0.30400185023055337,942886,40.33,1,1.0,1,100,7,167200,2025-01-17,2025-01-16 00:00:00,,0,0,1,0,1,1,1
201,Clermont-Ferrand,0,0.0000067896,0.0011313625,0.2994910957151605,147283,883.89,1,0.0,0,0,None,166452,2024-12-25,,,0,1,1,0,0,0,0
197,Cholet,0,0.0000000000,0.0000000000,0.2999371160144473,54357,109.22,0,0.0,0,0,None,153294,2024-01-29,,,0,0,0,0,0,0,0
207,Colmar,0,0.0000000000,0.0000000000,0.2999618677315221,68294,66.23,0,0.0,0,0,None,153848,2024-01-29,,,0,0,0,0,0,0,0
210,Compiegne,0,0.0000000000,0.0000000000,0.29926081665581555,40615,1283.85,0,0.0,0,0,None,153297,2024-01-29,,,0,0,0,0,0,0,0
228,Dijon,0,0.0000000000,0.0000000000,0.29838109146148095,159106,2811.8,0,0.0,0,0,None,153304,2024-01-29,,,0,0,0,0,0,0,0
363,Gap,0,0.0000000000,0.0000000000,0.29992237668071586,40000,134.82,0,0.0,0,0,None,153409,2024-01-29,,,0,0,0,0,0,0,0
382,Grenoble,226.0,0.0000190295,0.0006193229,0.30928625301170043,157650,4844.0,3,3.0,3,100,226,164207,2024-10-23,2024-06-11 00:00:00,,0,0,3,0,3,0,3
441,Limoges,40.0,0.0000076574,0.0003403352,0.30233334037949666,130592,2938.28,1,1.0,1,100,40,166161,2024-12-15,2024-12-14 00:00:00,,0,0,1,0,0,0,0
446,Lorient,290.0,0.0000870898,0.0033485805,0.3112155108885501,57412,1493.17,5,3.0,3,60,240,166749,2025-01-04,2024-05-28 00:00:00,,1,2,5,0,4,2,4
458,Magny-les-Hameaux,0,0.0000000000,0.0000000000,0.2999903388273432,9418,16.78,0,0.0,0,0,None,153431,2024-01-29,,,0,0,0,0,0,0,0
462,Marseille,371.4,0.0000045960,0.0167644593,0.3063027375055534,870321,238.6,4,1.6,2,40,381,165562,2024-11-27,2024-01-08 00:00:00,,0,3,5,1,4,1,4
481,Monaco,0,0.0000000000,0.0000000000,0.2999963900147462,38100,6.27,0,0.0,0,0,None,153861,2024-01-29,,,0,0,0,0,0,0,0
483,Montceau-les-Mines,0,0.0000000000,0.0000000000,0.29998593429988046,17239,24.43,0,0.0,0,0,None,153437,2024-01-29,,,0,0,0,0,0,0,0
485,Montpellier,104.0,0.0000133736,0.0035475774,0.315451100467344,299096,1127.53,4,4.0,4,100,104,167403,2025-01-23,2024-10-11 00:00:00,,0,0,4,0,3,2,3
484,Montévrain,390.0,0.0001740240,0.2808988764,0.3039786706685542,17239,10.68,3,0.99,1,33,440,162378,2024-08-31,2023-11-10 00:00:00,,0,2,3,0,2,0,3
456,Mâcon,0,0.0000000000,0.0000000000,0.2999845640024476,34414,26.81,0,0.0,0,0,None,153429,2024-01-29,,,0,0,0,0,0,0,0
714,Châlon-sur-Saône,365.0,0.0000221946,0.0666666667,0.29999136367164175,45056,15,1,0.0,0,0,728,160418,2024-06-30,2023-01-26 00:00:00,,0,1,1,0,1,0,1
498,Nantes,331.43,0.0000222832,0.0035147444,0.31885792021906034,314138,1991.61,7,4.97,5,71,318,161916,2024-08-16,2024-03-11 00:00:00,,0,2,7,0,3,0,3
379,Grand Paris,323.0,0.0000052211,0.0030802531,0.3973333526138731,7086619,12012,37,25.9,28,70,305,167178,2025-01-16,2024-03-24 00:00:00,,1,12,40,3,25,7,35
523,Paris Centre,312.79,0.0000144461,0.2949010654,0.3910268206393857,2145906,105.12,31,22.63,25,73,294,167141,2025-01-15,2024-04-04 00:00:00,,1,9,34,3,20,4,29
454,Lyon,405.36,0.0000098832,0.0043300621,0.3178613076023738,1416545,3233.21,14,4.8999999999999995,5,35,478,165506,2024-11-26,2023-10-03 00:00:00,,0,9,14,0,9,1,12
544,Pyrénées BTC,365.0,0.0000020714,0.0002038732,0.2971759148692932,482775,4905.01,1,0.0,0,0,552,161053,2024-07-20,2023-07-21 00:00:00,,0,1,1,0,1,1,1
716,Poitiers,0,0.0000000000,0.0000000000,0.29997581828059683,89212,42,0,0.0,0,0,None,160464,2024-07-01,,,0,0,0,0,0,0,0
717,Pontarlier,186.0,0.0000037074,0.0003822630,0.3050377895461005,539465,5232,2,2.0,2,100,186,166828,2025-01-06,2024-07-21 00:00:00,,0,0,2,0,2,2,0
546,Quimper,311.0,0.0000125307,0.0004411953,0.3027200809209323,79804,2266.57,1,1.0,1,100,311,157099,2024-04-10,2024-03-18 00:00:00,,0,0,1,0,1,0,1
549,Reims,0,0.0000000000,0.0000000000,0.29917763729862096,180319,1428.32,0,0.0,0,0,None,153452,2024-01-29,,,0,0,0,0,0,0,0
550,Rennes,390.67,0.0000134841,0.0013288978,0.30268504655887335,222485,2257.51,3,0.99,1,33,442,166827,2025-01-05,2023-11-08 00:00:00,,0,2,3,0,1,0,3
553,Roanne Bitcoin ancien,0,0.0000000000,0.0000000000,0.2989623912081717,33000,1802.17,0,0.0,0,0,None,153455,2024-01-29,,,0,0,0,0,0,0,0
562,Saint Brieuc,284.0,0.0000444444,0.0007296208,0.3064719094455137,45000,2741.15,2,2.0,2,100,284,158606,2024-05-13,2024-04-14 00:00:00,,0,0,2,0,2,1,1
564,Saint-Lô,0,0.0000000000,0.0000000000,0.29925732757915885,19206,1289.91,0,0.0,0,0,None,153460,2024-01-29,,,0,0,0,0,0,0,0
566,Saint-Malo,400.0,0.0000425577,0.0018525551,0.303403490856579,46995,1079.59,2,1.0,1,50,435,160923,2024-07-16,2023-11-15 00:00:00,,0,1,2,0,2,2,1
597,Strasbourg,356.0,0.0000011722,0.0029825817,0.3038320312272686,853110,335.28,1,1.0,1,100,356,154127,2024-02-03,2024-02-02 00:00:00,,0,0,1,0,1,0,1
621,Tours,0,0.0000000000,0.0000000000,0.2999809137143282,137850,33.15,0,0.0,0,0,None,153476,2024-01-29,,,0,0,0,0,0,0,0
673,Valence,365.0,0.0000075589,0,0.3,132295,,1,0.0,0,0,605,159244,2024-05-28,2023-05-29 00:00:00,,0,1,1,0,1,0,1
642,Versailles,365.0,0.0000444444,0.0551419906,0.2999791173580297,45000,36.27,2,0.0,0,0,622,160466,2024-07-01,2023-05-12 00:00:00,,0,2,2,0,2,0,2
619,Toulouse,288.33,0.0000120481,0.0023657907,0.3144790773263262,498003,2536.15,6,3.96,4,66,250,167137,2025-01-15,2024-05-18 00:00:00,,0,2,6,0,1,0,1
620,Bitcoin Only Tolosa,288.33,0.0000120481,0.0016775756,0.3138800385611875,498003,3576.59,6,3.96,4,66,250,167128,2025-01-15,2024-05-18 00:00:00,,0,2,6,0,1,0,1
174,Breizh Bitcoin,325.0,0.0000060042,0.0010658630,0.36370924092035284,4829968,27208,29,19.720000000000002,20,68,307,166808,2025-01-05,2024-03-22 00:00:00,,1,9,29,0,21,9,19
719,Houilles,0,0.0000000000,0.0000000000,0.2999974494043582,31981,4.43,0,0.0,0,0,None,160694,2024-07-08,,,0,0,0,0,0,0,0
554,Loire,0,0.0000000000,0.0000000000,0.29724673851938327,762222,4782,0,0.0,0,0,None,153456,2024-01-29,,,0,0,0,0,0,0,0
715,Rouen,165.0,0.0000062562,0.0020661157,0.3149856196414899,639363,1936,4,4.0,4,100,165,164813,2024-11-07,2024-08-11 00:00:00,,0,0,4,0,4,1,4
718,Normandie Bitcoin,273.8,0.0000015037,0.0001671905,0.29888174602943424,3325032,29906,5,4.0,4,80,251,164814,2024-11-07,2024-05-17 00:00:00,,0,1,5,0,5,2,5
508,Caen,0,0.0000000000,0.0000000000,0.29908051890745607,393027,1597,0,0.0,0,0,None,153442,2024-01-29,,,0,0,0,0,0,0,0
720,The Core,178.7,0.0000124275,0.0542005420,0.5167164426587242,4828000,1107,60,54.0,54,90,158,167107,2025-01-14,2024-08-18 00:00:00,,24,6,60,0,55,36,52
146,Bitcoin Ubuntu,253.44,0.0009142857,0.0259765562,0.35953841745574266,17500,615.94,16,14.88,15,93,246,167111,2025-01-14,2024-05-22 00:00:00,,0,1,16,0,16,3,9
721,Juneau BTC,0,0.0000000000,0.0000000000,0.29472896092533535,31685,9155,0,0.0,0,0,None,161006,2024-07-18,,,0,0,0,0,0,0,0
722,Rikto Xonghoti,0,0.0000000000,0.0000000000,0.29968736491343057,135256,543,0,0.0,0,0,None,161007,2024-07-18,,,0,0,0,0,0,0,0
723,Operation Bitcoin,365.0,0.0000068045,0.0044052863,0.2998693035641782,146961,227,1,0.0,0,0,763,161008,2024-07-18,2022-12-22 00:00:00,,0,1,1,0,0,0,1
725,Bitcoin Grove,427.4,0.0000203509,0.0625000000,0.31440734482719823,442241,144,9,3.6,4,40,521,166341,2024-12-21,2023-08-21 00:00:00,,0,6,10,1,8,5,5
726,Sovereign Student,0,0.0000000000,0.0000000000,0.29992975786268605,51240,122,0,0.0,0,0,None,161011,2024-07-18,,,0,0,0,0,0,0,0
727,Bitcoin School Argentina,370.5,0.0000016529,0.0051679587,0.3076045063341786,2420052,774,4,2.0,2,50,376,167003,2025-01-11,2024-01-13 00:00:00,,0,2,4,0,1,0,1
728,Bitcoin Ballers Academy,328.33,0.0000183759,0.0322580645,0.3079160942328694,163257,93,3,1.98,2,66,310,165430,2024-11-24,2024-03-19 00:00:00,,0,1,3,0,3,2,2
2,32-Einezwänzg Seeland,293.69,0.0001250000,0.0211568569,0.32750084956313413,80000,472.66,10,6.8999999999999995,9,69,262,166391,2024-12-23,2024-05-06 00:00:00,,0,4,13,3,7,1,5
54,Berlin 2140,390.1,0.0000153848,0.0470244852,0.41134782452117835,3769962,1233.4,58,27.84,28,48,417,166912,2025-01-08,2023-12-03 00:00:00,,0,30,58,0,53,10,40
132,Bitcoin Patagonia,0,0.0000000000,0.0000000000,0.29995357109874593,20000,80.64,0,0.0,0,0,None,153275,2024-01-29,,,0,0,0,0,0,0,0
151,Bitcoin y Lightning Guadalajara,387.57,0.0000080258,0.0415886879,0.3065959899247712,1495182,288.54,12,1.6800000000000002,2,14,523,167017,2025-01-12,2023-08-19 00:00:00,,0,12,14,2,11,1,14
159,BitDev Chilangos by Librería de Satoshi,385.71,0.0000059611,0.0265256128,0.31736808601747657,8555500,1922.67,51,4.59,6,9,579,166651,2025-01-01,2023-06-24 00:00:00,,0,56,62,11,48,0,61
187,Cafeteros Bitcoiners,363.22,0.0000020482,0.0211676051,0.30871915582377807,2441123,236.21,5,2.2,4,44,361,166777,2025-01-05,2024-01-28 00:00:00,,0,5,9,4,3,2,5
212,Crypto Mar del Plata - Argentina,373.25,0.0000067415,0.0119324623,0.3118822066500474,593337,335.22,4,3.0,3,75,376,164167,2024-10-21,2024-01-13 00:00:00,,0,1,4,0,3,0,3
247,Eenanzwanzeg Lëtzebuerg,446.0,0.0000092966,0.0023206882,0.3064810588826502,645397,2585.44,6,1.98,2,33,608,164889,2024-11-09,2023-05-26 00:00:00,,0,4,6,0,5,1,6
251,Einezwänzg Solothurn,365.0,0.0001785502,0.4807692308,0.29999640728740296,16802,6.24,3,0.0,0,0,521,166275,2024-12-20,2023-08-21 00:00:00,,0,3,3,0,3,2,2
252,Einundzwanzig Aachen,0,0.0000000000,0.0000000000,0.2999076891649545,249070,160.33,0,0.0,0,0,None,153311,2024-01-29,,,0,0,0,0,0,0,0
253,Einundzwanzig Augsburg,406.14,0.0000236105,0.0476417342,0.3117491113748287,296478,146.93,7,2.94,3,42,461,167033,2025-01-12,2023-10-20 00:00:00,,0,4,7,0,4,0,2
254,Einundzwanzig Balingen,0,0.0000000000,0.0000000000,0.2999480726363578,34604,90.19,0,0.0,0,0,None,153313,2024-01-29,,,0,0,0,0,0,0,0
255,Einundzwanzig Basel,347.0,0.0000345099,0.2493765586,0.31447640090875095,173863,24.06,6,3.5999999999999996,6,60,335,165521,2024-11-26,2024-02-23 00:00:00,,0,4,10,4,4,1,6
256,EINUNDZWANZIG BASEL  - BITCOIN BASEL,347.0,0.0000345099,0.2493765586,0.31447640090875095,173863,24.06,6,3.5999999999999996,6,60,335,165499,2024-11-26,2024-02-23 00:00:00,,0,4,10,4,4,1,6
257,Einundzwanzig Berlin,388.5,0.0000146840,0.0606121830,0.4081639557592711,3677472,890.91,54,27.0,27,50,412,166915,2025-01-08,2023-12-08 00:00:00,,0,27,54,0,49,9,37
258,Einundzwanzig Bitburg,0,0.0000000000,0.0000000000,0.2999728358685371,15700,47.18,0,0.0,0,0,None,153317,2024-01-29,,,0,0,0,0,0,0,0
259,Einundzwanzig Bonn,365.0,0.0000090393,0.0213659996,0.2999191582090143,331885,140.41,3,0.0,0,0,811,160714,2024-07-10,2022-11-04 00:00:00,,0,3,3,0,2,0,3
260,Einundzwanzig Bremen,365.0,0.0000035506,0.0061466593,0.29981266076525237,563290,325.38,2,0.0,0,0,664,162595,2024-09-07,2023-03-31 00:00:00,,0,2,2,0,2,0,2
261,Einundzwanzig Darmstadt,423.75,0.0000250578,0.0327198364,0.30395468436261275,159631,122.25,4,1.0,1,25,600,160715,2024-07-10,2023-06-03 00:00:00,,0,3,4,0,4,1,2
263,Einundzwanzig Dingolfing-Landau,0,0.0000000000,0.0000000000,0.2999745228313431,20191,44.25,0,0.0,0,0,None,153321,2024-01-29,,,0,0,0,0,0,0,0
264,Einundzwanzig Dortmund,0,0.0000000000,0.0000000000,0.29983859278053615,586852,280.34,0,0.0,0,0,None,161411,2024-08-01,,,0,0,0,0,0,0,0
265,Einundzwanzig Düsseldorf,404.2,0.0000161426,0.0460108586,0.3159751471145716,619477,217.34,10,4.0,4,40,463,166524,2024-12-28,2023-10-18 00:00:00,,0,6,10,0,9,1,7
266,Einundzwanzig Elbe-Elster,365.0,0.0000099684,0.0005285189,0.2989106250559922,100317,1892.08,1,0.0,0,0,594,159637,2024-06-08,2023-06-09 00:00:00,,0,1,1,0,1,1,1
267,Einundzwanzig Ellwangen,0,0.0000000000,0.0000000000,0.29992645302770093,24600,127.74,0,0.0,0,0,None,153325,2024-01-29,,,0,0,0,0,0,0,0
268,Einundzwanzig Essen,365.0,0.0000017258,0.0047569213,0.29987896473683495,579432,210.22,1,0.0,0,0,785,153326,2024-01-29,2022-11-30 00:00:00,,0,1,1,0,1,0,1
269,Einundzwanzig Franken,422.0,0.0000077450,0.0007482986,0.3230354218420603,4131723,42763.68,32,11.84,12,37,517,167096,2025-01-14,2023-08-25 00:00:00,,0,20,32,0,20,9,20
270,Einundzwanzig Frankfurt am Main,396.33,0.0000118542,0.0361503856,0.3118111191824977,759224,248.96,9,2.97,3,33,459,167407,2025-01-23,2023-10-22 00:00:00,,0,6,9,0,7,0,8
271,Einundzwanzig Freising,300.33,0.0000165614,0.0037506095,0.30750911013776205,181144,799.87,3,1.98,2,66,268,167076,2025-01-13,2024-04-30 00:00:00,,0,1,3,0,3,1,2
272,Einundzwanzig Friedrichshafen,25.0,0.0000162441,0.0143513203,0.3039849518147324,61561,69.68,1,1.0,1,100,25,167417,2025-01-23,2024-12-29 00:00:00,,0,0,1,0,1,0,0
273,Einundzwanzig Fulda,0,0.0000000000,0.0000000000,0.29993996600280554,68462,104.27,0,0.0,0,0,None,153331,2024-01-29,,,0,0,0,0,0,0,0
274,Einundzwanzig Gelnhausen,0,0.0000000000,0.0000000000,0.2999944036592238,23220,9.72,0,0.0,0,0,None,153332,2024-01-29,,,0,0,0,0,0,0,0
275,Einundzwanzig Gran Canaria,143.0,0.0000070133,0.0038091852,0.3232435275490463,855521,1575.14,6,6.0,8,100,143,167274,2025-01-19,2024-09-02 00:00:00,,0,0,8,2,6,2,5
276,Einundzwanzig Hamburg,419.86,0.0000075515,0.0143704707,0.31521736386561916,1853935,974.22,14,3.9200000000000004,4,28,557,166538,2024-12-29,2023-07-16 00:00:00,,0,10,14,0,14,1,12
277,Einundzwanzig Heide,139.0,0.0003937008,0.0369139904,0.3040094732297176,2540,27.09,1,1.0,1,100,139,162596,2024-09-07,2024-09-06 00:00:00,,0,0,1,0,1,0,0
278,Einundzwanzig Heidelberg,365.0,0.0000062796,0.0091424392,0.2999370238936115,159245,109.38,1,0.0,0,0,534,161608,2024-08-07,2023-08-08 00:00:00,,0,1,1,0,1,1,1
279,Einundzwanzig Heilbronn,0,0.0000000000,0.0000000000,0.2999424072049548,125613,100.03,0,0.0,0,0,None,153337,2024-01-29,,,0,0,0,0,0,0,0
280,Einundzwanzig Heinsberg,0,0.0000000000,0.0000000000,0.29994709385247725,42888,91.89,0,0.0,0,0,None,153338,2024-01-29,,,0,0,0,0,0,0,0
281,Einundzwanzig Hennef,365.0,0.0000210970,0.0094446543,0.29993903903689506,47400,105.88,1,0.0,0,0,770,153339,2024-01-29,2022-12-15 00:00:00,,0,1,1,0,1,0,1
282,Einundzwanzig Herrsching,0,0.0000000000,0.0000000000,0.29998785732232824,10843,21.09,0,0.0,0,0,None,153340,2024-01-29,,,0,0,0,0,0,0,0
283,Einundzwanzig Hochtaunuskreis,365.0,0.0000084374,0.0041505832,0.2997225665878189,237041,481.86,2,0.0,0,0,616,158945,2024-05-22,2023-05-18 00:00:00,,0,2,2,0,2,0,2
285,Einundzwanzig Karlsruhe,0,0.0000000000,0.0000000000,0.29989973222776045,306502,174.15,0,0.0,0,0,None,153343,2024-01-29,,,0,0,0,0,0,0,0
286,Einundzwanzig Kassel Bitcoin,0,0.0000000000,0.0000000000,0.2999387338866264,200406,106.41,0,0.0,0,0,None,153344,2024-01-29,,,0,0,0,0,0,0,0
287,Einundzwanzig Kempten,365.0,0.0000144816,0.0157903048,0.29996353742167137,69053,63.33,1,0.0,0,0,867,153345,2024-01-29,2022-09-09 00:00:00,,0,1,1,0,1,0,0
288,Einundzwanzig Klagenfurt,411.67,0.0000292346,0.0250000000,0.30790054884182455,102618,120.0,3,1.98,2,66,435,159095,2024-05-25,2023-11-15 00:00:00,,0,1,3,0,3,0,2
289,Einundzwanzig Koblenz,96.0,0.0000087999,0.0093870271,0.30396373523473225,113638,106.53,1,1.0,1,100,96,164125,2024-10-20,2024-10-19 00:00:00,,0,0,1,0,1,0,1
290,Einundzwanzig Köln,410.79,0.0000177058,0.0470669837,0.31965142709856165,1073096,403.68,19,4.94,5,26,539,166469,2024-12-25,2023-08-03 00:00:00,,0,14,19,0,12,4,15
291,Einundzwanzig Konstanz,191.0,0.0000118014,0.0185288123,0.3039939969292996,84736,53.97,1,1.0,1,100,191,160928,2024-07-17,2024-07-16 00:00:00,,0,0,1,0,1,1,1
292,Einundzwanzig Liechtenstein,352.6,0.0001291990,0.0311041991,0.3079575882252259,38700,160.75,5,2.0,2,40,334,164688,2024-11-03,2024-02-24 00:00:00,,0,3,5,0,3,3,4
294,Einundzwanzig Linz,123.0,0.0000144755,0.0312760634,0.312019984875123,207247,95.92,3,3.0,6,100,123,167354,2025-01-21,2024-09-22 00:00:00,,0,0,6,3,5,1,5
295,Einundzwanzig Lübeck,365.0,0.0000231185,0.0234774851,0.2998773814099693,216277,212.97,5,0.0,0,0,660,163375,2024-10-02,2023-04-04 00:00:00,,0,5,5,0,5,2,3
296,Einundzwanzig Mainz,365.0,0.0000045965,0.0102343670,0.2999437429570742,217556,97.71,1,0.0,0,0,811,155025,2024-02-21,2022-11-04 00:00:00,,0,1,1,0,1,0,1
297,Einundzwanzig Mannheim,365.0,0.0000064137,0.0137883488,0.2999164867047755,311831,145.05,2,0.0,0,0,724,166709,2025-01-03,2023-01-30 00:00:00,,0,2,2,0,1,1,1
298,EINUNDZWANZIG Mannheim,365.0,0.0000064137,0.0137883488,0.2999164867047755,311831,145.05,2,0.0,0,0,724,166714,2025-01-03,2023-01-30 00:00:00,,0,2,2,0,1,1,1
299,Einundzwanzig Mecklenburg-Vorpommern,400.43,0.0000043447,0.0002264258,0.29008955016247506,1611160,30915.2,7,1.9600000000000002,2,28,489,167342,2025-01-21,2023-09-22 00:00:00,,0,5,7,0,6,3,5
300,Einundzwanzig Meetup Pfäffikon SZ,0,0.0000000000,0.0000000000,0.2999880300488954,16615,20.79,0,0.0,0,0,None,153357,2024-01-29,,,0,0,0,0,0,0,0
